senseid	   sense	sense_coll	sense_trans	headid
18062002	deviate	position,truth	холд	180620
18062003		practice	хая,орхи,боль	180620
18069401			замаасаа холбир	180694
18071001	GB		хусуур	180710
18080001			салга,сал,хөндийр,холд	180800
18084501	SPORT		тэнцээ	180845
18084502	in cards		туг	180845
18084601	of currency		ханш бууралт	180846
18084602	of shares		үнийн уналт	180846
18084603	GEN		үнэ цэнэ буурах	180846
18088901			шүүдэр	180889
18089201			дүйтэй байдал	180892
18089701			чихрийн шижин	180897
18094301	object		шоо	180943
18094302	game		шоо хаях	180943
18094303	refusal		тэр ярихгүй ээ	180943
18094304	no luck		аз дутжээ,заяа  нь хаяжээ, тэнгэр нь хаяжээ	180943
18096201	swindle		хуур,мэхэл,хулхид	180962
18096301	GAMES		шоо хаях	180963
18098001	be different		ялгар,ялгагд	180980
18098002	disagree		зөр,зөрөлд	180980
18099801	with elbow		ёврох	180998
18099802	jibe		ёжтой үг,хорыг малтах	180998
18099803	in archaeology		малталт	180998
18099804	when gardening		ухах	180998
18102901			салж унахаа шахсан	181029
18104201	badly lit		бүүдгэр	181042
18104202	weak		сул	181042
18104203	hard to see		сүүмгэр	181042
18104204	vague		будэг бадаг	181042
18104205	stupid		мангуу,дүйнгэ	181042
18104206	not favourable		дүнсгэр,баргар	181042
18106101	of machine		нүргээн	181061
18106102	of people		чимээ шуугиан	181061
18108901			дүүргийн Епископ	181089
18109301	bathe		сэлэх,шумбах	181093
18109302	in ground,road		хотгор газар	181093
18109303	of plane		тонгойх	181093
18109304	of head		бөхийлгөх	181093
18109305	FIG in prices,rate,sales		бууралт	181093
18109306	, culinary ,		дүрэх,зуурмаг	181093
18109307	sheep		хонь угаах шингэн,керлин	181093
18110901	terrible	consequence	аймшигтай	181109
18110902		situation	хүнд хэцүү	181109
18110903	awful		ой гутам, дур гутам	181109
18115101	inability to work		хөдөлмөрийн чадвар алдагдах	181151
18115102	physical defect		тахир дутуу,эрэмдэг зэрэмдэг байдал	181151
18115103	, medicine ,		тахир дутуу	181151
18147001			шуудуу,суваг	181470
18147701	GEN,SPORT		шумбалт	181477
18147702	swimming under sea		усан доогуур сэлэх	181477
18147703	descent (of plane,bird)		шумбалт	181477
18147704	FIG	prices	огцом унах	181477
18147705	lunge		ухасхийх	181477
18147706	, pejorative , (bar)		заваан нүх,баар	181477
18151501			АНУ-ын Өмнөд мужууд	181515
18151601	abbrev=do it yourself			181516
18151701			толгой эргэсэн	181517
18151702		height,spell	толгой эргэм	181517
18151703		scatterbrained	хөнгөмсөг	181517
18151901	abbrev=deoxyribonucleic acid		ДНХ дезоксирибонуклейний хүчил	181519
18153001	written in full as=date of birth			181530
18153101			дуулгавартай,чих зөөлөнтэй	181531
18155501			салгана,салгал	181555
18156201	deer		согоо	181562
18156202	rabbit		эм молтогчин	181562
18156203	hare		эм туулай	181562
18156501	, zoology ,	animal	нохой	181565
18158801	, music ,		до	181588
18158901	actions		үйлдэл	181589
18158902	events		үйл явдал	181589
18159101	FIG	person	гунигтай байх	181591
18159102		economy,company	зогсонги байдалд байх	181591
18160501	estate		эзэмшил газар	181605
18160502	realm		хүрээ	181605
18160503	FIG		мэдэл	181605
18162301	GB , university ,		их сургуулийн багш	181623
18163101			сараач,эрээч	181631
18164701			мансууруулах бодис	181647
18164702	fool		мангуу	181647
18164703	information		шинэ сонин мэдээ	181647
18164704	varnish		чий	181647
18165101		emotion,talent	далд	181651
18165102		volcano	бөхсөн	181651
18165601			тун	181656
18166101	GEN		цэг	181661
18166102	on fabric,wallpaper		одон хээ,гурван цэг	181661
18166901	drink		хоёр порц	181669
18166902	of person		өвчсөн мэт адил хүн	181669
18166903	, cinema , theatre ,		орлон тоглогч	181669
18166904	GAMES (in bridge,dominoes,darts)		давхар тавих	181669
18174101	, zoology ,		тагтаа	181741
18174102	, politics ,		энхийг эрхэмлэгч	181741
18174601		clothes	хайш яйш хувцасласан	181746
18174602		image	маяг нь хуучирсан	181746
18174603			хуучинсаг	181746
18178601	=dozen			181786
18179101	abbrev=Doctor of Philosophy			181791
18179201	GB abbrev=Director of Public Prosecutions			181792
18179301			доктор	181793
18179401		colour	бараан	181794
18179402		building	зэвхий,зэвхий даасан	181794
18186701			айдас	181867
18186702	weaker		юмнаас эмээх,зүрх алдах	181867
18190301	of liquid		савирсан шүлс	181903
18190302	of saliva		балга	181903
18190303	SPORT		хууралт	181903
18196701			хачин,хөгийн	181967
18200101	, medicine ,		эм,тан	182001
18200102	narcotic		хар тамхи,мансууруулах бодис	182001
18203101	GEN		хуурай,хатсан	182031
18203102	FIG	wit,remark	егөөдсөн	182031
18203103		person	хүйтэн егөөтэй	182031
18203104		book,subject matter	цулгуй,сонирхолгүй,уйтгартай	182031
18203105			хуурай хуультай	182031
18204601	GB abbrev=Department of Social Security		Нийгмийн Хамгааллын Яам	182046
18204602			Нийгмийн Хамгааллын Хэлтэс	182046
18204801	GB abbrev=Department of Trade and Industry			182048
18204901	abbrev=desktop publishing		компьютерээс хэвлэлтэнд оруулах	182049
18205001			хос,хошоод,хоёр давхар	182050
18205301	into foreign language		хөрвүүл	182053
18205302			орчуулгын дуу оруул	182053
18205303		sound	оруул	182053
18205304				182053
18205701			гүнгийн авхай,гүн зэрэгтэй авхай	182057
18206201			хуурамч байх	182062
18206202			эвдрэх,хэмхрэх	182062
18206203			шал дэмий,маш муу байх	182062
18206401			үнэлэх	182064
18207001			гүн	182070
18207101			уйтгартай,залхуутай	182071
18207102			нэгэн хэвийн,уйтгартай	182071
18207103			сонсголонгүй,сонирхолгүй	182071
18207104			барагтайхан,тааруухан	182071
18207105			арчаагүй,доожоогүй	182071
18207106			жавхаагүй,галгүй	182071
18207107			бүдэг,бүрхэг	182071
18207108			уравгар,унхиагүй	182071
18207109			битүү,нуугисан	182071
18207110			хөшүүн,царцанги	182071
18207601			хэлгүй	182076
18207602			мангуу тэнэг	182076
18207603			солиотой	182076
18208601	, pejorative ,		мулгуу,мохоо хүн	182086
18209101	, theatre , music , FIG		хоршил	182091
18209201			залилуулсан,хууртсан хүн	182092
18209801			бөх,бат бэх	182098
18209802			эвдэршгүй,урт удаан	182098
18209803			урт настай	182098
18210101			харуй бүрий,үдшийн бүрий,үдшийн гэгээ тасрах үе	182101
18211801	language		голланд хэл,нидерланд хэл	182118
18211802	people		голландчууд,нидерландчууд	182118
18213101	GB		өдөн хөнжил	182131
18213301			одой хүн,тарваган хүн	182133
18213601			аж төр,нутагла,оршин суу	182136
18214001			цөөр,багас,хорогд,буур	182140
18214002			сулар,буур	182140
18214003			доройт,мууд	182140
18214201			будаг	182142
18214701			амь тавин тарчлах хүмүүс	182147
18214702			үхэл	182147
18214901	US		далан,хаалт	182149
18214902			шороон далан	182149
18214903			хаалт	182149
18215001			хөдөлгөгч хүч	182150
18215601			цусан суулга	182156
18216101			майл	182161
18216401	of baby		шулганаан	182164
18216402	of stream		шоржигноон	182164
18219001	US , university ,		бакалаврын зэрэг	182190
18219002	, school ,		Европын дунд сургуулийн төгсөлтийн шалгалт, олон у	182190
18229101	evil		муу	182291
18230801			мухардуул	182308
18231101			цүнх	182311
18233001			Багамын арлууд	182330
18233201	, law ,		барьцаа/мөнгөн/	182332
18233202	SPORT		хаалганы дээд хөндлөвч	182332
18234001	dish		жигнэсэн загас, жигнэсэн ногоо	182340
18235101			юүдэн	182351
18241001			хулс	182410
18241201			хорио,хориг	182412
18249301	RELIG		усан баталгаа	182493
18249302	FIG		анхны даваа	182493
18249601	strip of metal		гулдмай	182496
18249602			гуалин,дүнз	182496
18249603			торон хаалт	182496
18249604	place for drinking		баар,уушийн газар	182496
18249605	counter		лангуу	182496
18249606	block/of soap/		/бүхэл/ саван	182496
18249607			гулдмай	182496
18249608			хавтгай шоколад	182496
18249609	obstacle		саад,тушаа	182496
18249610	, law ,		хаалт	182496
18249611	SPORT		хаалганы дээд хөндлөвч	182496
18249612	, music ,		айзам	182496
18249613	in electric fire		цахилгаан халаагуурын ороомог утас	182496
18249614	, military , GB/ to medal/		зүү хатгуур	182496
18249615	on uniform		одонгийн тууз	182496
18259701	GEN , military ,		бааз	182597
18259702			суурь,ёроол,ёзоор,уг,үндэс	182597
18259703			суурь,шүлт	182597
18259704	, mathematics ,		суурь	182597
18259705	SPORT		үүр	182597
18265801	SPORT		цохиур	182658
18265802	, zoology ,		гар далавчтан,сарьсан багваахай	182658
